split,domain,question_type,policy_id,raw_quality,utility,budget,latency,api_calls
confirmatory_test,movie,aggregation,greedy_regression_aware_search,0.8155623543123542,0.8060190277955324,0.95,43.326516821980476,1.0
confirmatory_test,movie,aggregation,top_k_low,0.8155623543123542,0.8070263223848135,0.85,36.03192754089832,1.0
confirmatory_test,movie,comparison,greedy_regression_aware_search,0.821025186934278,0.8114806104661624,0.95,44.57646811550314,1.0
confirmatory_test,movie,comparison,top_k_low,0.821025186934278,0.8124870429139143,0.85,38.14402036368847,1.0
confirmatory_test,movie,false_premise,greedy_regression_aware_search,0.75,0.7404540456020041,0.95,45.95439799595624,1.0
confirmatory_test,movie,false_premise,top_k_low,0.75,0.7414605988331605,0.85,39.401166839525104,1.0
confirmatory_test,movie,multi-hop,greedy_regression_aware_search,0.7734694185645273,0.7639250862591699,0.9499999999999998,44.33230535748104,1.0
confirmatory_test,movie,multi-hop,top_k_low,0.7734694185645273,0.7649320979262967,0.85,37.32063823069135,1.0
confirmatory_test,movie,post-processing,greedy_regression_aware_search,0.8181818181818182,0.8086338030204009,0.95,48.01516141742468,1.0
confirmatory_test,movie,post-processing,top_k_low,0.8181818181818182,0.8096423006767238,0.85,39.51750509440899,1.0
confirmatory_test,movie,set,greedy_regression_aware_search,0.8221653848916292,0.8126233673874862,0.95,42.01750414302716,1.0
confirmatory_test,movie,set,top_k_low,0.8221653848916292,0.8136291288440904,0.8499999999999999,36.25604753883985,1.0
confirmatory_test,movie,simple,greedy_regression_aware_search,0.7916517857142857,0.782107921248894,0.95,43.86446539179555,1.0
confirmatory_test,movie,simple,top_k_low,0.7916517857142857,0.7831151856963723,0.85,36.600017913484145,1.0
confirmatory_test,movie,simple_w_condition,greedy_regression_aware_search,0.774103352364222,0.764559639688961,0.9499999999999998,43.71267526100079,1.0
confirmatory_test,movie,simple_w_condition,top_k_low,0.774103352364222,0.7655666321125574,0.85,36.72025166451931,1.0
confirmatory_test,music,aggregation,greedy_regression_aware_search,0.8624330797407721,0.8529303817849551,0.95,2.6979558169841766,1.0
confirmatory_test,music,aggregation,top_k_low,0.8624330797407721,0.8539306521739756,0.8499999999999999,2.427566796541214,1.0
confirmatory_test,music,comparison,greedy_regression_aware_search,0.8429277693983576,0.8334258800147304,0.9499999999999998,1.8893836273087397,1.0
confirmatory_test,music,comparison,top_k_low,0.8429277693983576,0.8344259455582123,0.85,1.8238401454355981,1.0
confirmatory_test,music,false_premise,greedy_regression_aware_search,0.75,0.740495342909731,0.95,4.6570902690291405,1.0
confirmatory_test,music,false_premise,top_k_low,0.75,0.7414953233149835,0.85,4.676685016602278,1.0
confirmatory_test,music,multi-hop,greedy_regression_aware_search,0.798342803030303,0.788841592401178,0.95,1.2106291251257062,1.0
confirmatory_test,music,multi-hop,top_k_low,0.798342803030303,0.7898417209682803,0.85,1.0820620227605104,1.0
confirmatory_test,music,post-processing,greedy_regression_aware_search,0.75,0.7404977932414041,0.95,2.206758596003056,1.0
confirmatory_test,music,post-processing,top_k_low,0.75,0.7414978032177315,0.85,2.1967822685837746,1.0
confirmatory_test,music,set,greedy_regression_aware_search,0.7774451447245565,0.7679404443010277,0.95,4.700423528750737,1.0
confirmatory_test,music,set,top_k_low,0.7774451447245565,0.768940463756046,0.85,4.680968510607879,1.0
confirmatory_test,music,simple,greedy_regression_aware_search,0.8103174603174603,0.8008152541372158,0.95,2.2061802446842194,1.0
confirmatory_test,music,simple,top_k_low,0.8103174603174603,0.8018152655551063,0.85,2.194762354095777,1.0
confirmatory_test,music,simple_w_condition,greedy_regression_aware_search,0.8313158596772042,0.821813212560424,0.95,2.647116780281067,1.0
confirmatory_test,music,simple_w_condition,top_k_low,0.8313158596772042,0.8228132551438182,0.85,2.604533386017595,1.0
confirmatory_test,open,aggregation,greedy_regression_aware_search,0.7705507257727653,0.7610493917522698,0.95,1.3340204954147339,1.0
confirmatory_test,open,aggregation,top_k_low,0.7705507257727653,0.7620493792017202,0.85,1.3465710449963808,1.0
confirmatory_test,open,comparison,greedy_regression_aware_search,0.8125799663299663,0.8030783146924618,0.95,1.651637504498164,1.0
confirmatory_test,open,comparison,top_k_low,0.8125799663299663,0.804078299293664,0.85,1.6670363023877144,1.0
confirmatory_test,open,false_premise,greedy_regression_aware_search,0.75,0.7404983891385536,0.95,1.61086144642188,1.0
confirmatory_test,open,false_premise,top_k_low,0.75,0.7414984104096031,0.8499999999999999,1.5895903970186527,1.0
confirmatory_test,open,multi-hop,greedy_regression_aware_search,0.7843596559309725,0.7748580704454743,0.95,1.5854854983362285,1.0
confirmatory_test,open,multi-hop,top_k_low,0.7843596559309725,0.77585806164219,0.85,1.594288782639937,1.0
confirmatory_test,open,post-processing,greedy_regression_aware_search,0.7799096736596737,0.7704081358644104,0.95,1.5377952632578937,1.0
confirmatory_test,open,post-processing,top_k_low,0.7799096736596737,0.7714080971972518,0.85,1.5764624219049106,1.0
confirmatory_test,open,set,greedy_regression_aware_search,0.7574289546179499,0.7479274814006786,0.95,1.4732172712683678,1.0
confirmatory_test,open,set,top_k_low,0.7574289546179499,0.7489274640249086,0.85,1.4905930412086574,1.0
confirmatory_test,open,simple,greedy_regression_aware_search,0.7664285714285715,0.7569272305456567,0.95,1.3408829147617023,1.0
confirmatory_test,open,simple,top_k_low,0.7664285714285715,0.757927216494793,0.85,1.354933778444926,1.0
confirmatory_test,open,simple_w_condition,greedy_regression_aware_search,0.7705892243721191,0.7610877605858615,0.9500000000000001,1.463786257725013,1.0
confirmatory_test,open,simple_w_condition,top_k_low,0.7705892243721191,0.7620877487693386,0.85,1.475602780517779,1.0
confirmatory_test,sports,aggregation,greedy_regression_aware_search,0.5,0.490488005234032,0.9499999999999998,11.994765967958504,1.0
confirmatory_test,sports,aggregation,top_k_low,0.5,0.4914880840064854,0.85,11.915993514574236,1.0
confirmatory_test,sports,comparison,greedy_regression_aware_search,0.5,0.4904881246692755,0.95,11.875330724499442,1.0
confirmatory_test,sports,comparison,top_k_low,0.5,0.49148816552927543,0.85,11.834470724517649,1.0
confirmatory_test,sports,false_premise,greedy_regression_aware_search,0.5,0.4904877645323452,0.95,12.23546765478594,1.0
confirmatory_test,sports,false_premise,top_k_low,0.5,0.49148780922352203,0.85,12.19077647796699,1.0
confirmatory_test,sports,multi-hop,greedy_regression_aware_search,0.5,0.49048808711562303,0.95,11.912884376943111,1.0
confirmatory_test,sports,multi-hop,top_k_low,0.5,0.4914881451654248,0.85,11.854834575206041,1.0
confirmatory_test,sports,post-processing,greedy_regression_aware_search,0.5,0.4904881049399264,0.95,11.895060073584318,1.0
confirmatory_test,sports,post-processing,top_k_low,0.5,0.49148818638548253,0.85,11.813614517450333,1.0
confirmatory_test,sports,set,greedy_regression_aware_search,0.5,0.4904881149266979,0.95,11.885073302047592,1.0
confirmatory_test,sports,set,top_k_low,0.5,0.491488133433674,0.85,11.866566325936999,1.0
confirmatory_test,sports,simple,greedy_regression_aware_search,0.5,0.4904881510806403,0.95,11.84891935970102,1.0
confirmatory_test,sports,simple,top_k_low,0.5,0.4914882496810917,0.85,11.750318908265658,1.0
confirmatory_test,sports,simple_w_condition,greedy_regression_aware_search,0.5,0.49048802359386656,0.9499999999999998,11.976406133423248,1.0
confirmatory_test,sports,simple_w_condition,top_k_low,0.5,0.4914881450795154,0.85,11.854920484539536,1.0
validation,finance,aggregation,greedy_regression_aware_search,0.8075109649122808,0.7980070475755063,0.9499999999999998,3.917336774369081,1.0
validation,finance,aggregation,top_k_low,0.8075109649122808,0.7990070576427929,0.85,3.9072694877783456,1.0
validation,finance,comparison,greedy_regression_aware_search,0.7817735649766899,0.7722695563122315,0.95,4.008664458524436,1.0
validation,finance,comparison,top_k_low,0.7817735649766899,0.7732695026070496,0.85,4.062369640450925,1.0
validation,finance,false_premise,greedy_regression_aware_search,0.75,0.7404966417987432,0.95,3.358201256820134,1.0
validation,finance,false_premise,top_k_low,0.75,0.7414965943366821,0.85,3.405663317867688,1.0
validation,finance,multi-hop,greedy_regression_aware_search,0.7840909090909092,0.7745873773657632,0.95,3.5317251458764076,1.0
validation,finance,multi-hop,top_k_low,0.7840909090909092,0.775587302101395,0.85,3.60698951408267,1.0
validation,finance,post-processing,greedy_regression_aware_search,0.8001356792717087,0.7906320835416517,0.95,3.5957300569862127,1.0
validation,finance,post-processing,top_k_low,0.8001356792717087,0.7916320423487886,0.85,3.6369229201227427,1.0
validation,finance,set,greedy_regression_aware_search,0.7610479797979798,0.7515447863360228,0.9499999999999998,3.193461957077185,1.0
validation,finance,set,top_k_low,0.7610479797979798,0.7525447768714572,0.85,3.202926522741715,1.0
validation,finance,simple,greedy_regression_aware_search,0.7937727728577402,0.7842696729979791,0.95,3.0998597611431724,1.0
validation,finance,simple,top_k_low,0.7937727728577402,0.785269652275569,0.85,3.1205821713363684,1.0
validation,finance,simple_w_condition,greedy_regression_aware_search,0.833751504905351,0.8242481154784141,0.95,3.389426936896948,1.0
validation,finance,simple_w_condition,top_k_low,0.833751504905351,0.8252481036688858,0.8499999999999999,3.4012364653440623,1.0
validation,movie,aggregation,greedy_regression_aware_search,0.8320436507936507,0.8225049613114699,0.9499999999999998,38.68948218102256,1.0
validation,movie,aggregation,top_k_low,0.8320436507936507,0.8235102559023478,0.85,33.39489130303264,1.0
validation,movie,comparison,greedy_regression_aware_search,0.779296740626075,0.7697498885226405,0.9499999999999998,46.85210343450308,1.0
validation,movie,comparison,top_k_low,0.779296740626075,0.7707558913345883,0.85,40.84929148666561,1.0
validation,movie,false_premise,greedy_regression_aware_search,0.75,0.7404580685143759,0.95,41.93148562418563,1.0
validation,movie,false_premise,top_k_low,0.75,0.7414642034129107,0.85,35.79658708934273,1.0
validation,movie,multi-hop,greedy_regression_aware_search,0.7958329264720242,0.7862863693531742,0.95,46.55711885009493,1.0
validation,movie,multi-hop,top_k_low,0.7958329264720242,0.7872933974303711,0.85,39.529041653232916,1.0
validation,movie,set,greedy_regression_aware_search,0.8423144257703081,0.8327719669933914,0.95,42.45877691677639,1.0
validation,movie,set,top_k_low,0.8423144257703081,0.8337787138353852,0.85,35.7119349230613,1.0
validation,movie,simple,greedy_regression_aware_search,0.8750469615854232,0.8655043811843282,0.95,42.5804010950602,1.0
validation,movie,simple,top_k_low,0.8750469615854232,0.8665105426680492,0.85,36.418917373969,1.0
validation,movie,simple_w_condition,greedy_regression_aware_search,0.7854719741002234,0.7759294151363473,0.9499999999999998,42.558963876217604,1.0
validation,movie,simple_w_condition,top_k_low,0.7854719741002234,0.7769354874740865,0.85,36.486626137048006,1.0
validation,music,aggregation,greedy_regression_aware_search,0.8819416694416694,0.8724392550916209,0.95,2.4143500486388803,1.0
validation,music,aggregation,top_k_low,0.8819416694416694,0.8734392993772899,0.85,2.370064379647374,1.0
validation,music,comparison,greedy_regression_aware_search,0.8646650326797386,0.8551633308219474,0.9499999999999998,1.7018577911787562,1.0
validation,music,comparison,top_k_low,0.8646650326797386,0.8561634865993075,0.85,1.5460804311765566,1.0
validation,music,false_premise,greedy_regression_aware_search,0.75,0.7404969129475455,0.9499999999999998,3.087052454551061,1.0
validation,music,false_premise,top_k_low,0.75,0.7414969055576561,0.85,3.0944423439602056,1.0
validation,music,multi-hop,greedy_regression_aware_search,0.8058106575963719,0.7963095057734655,0.95,1.1518229065196854,1.0
validation,music,multi-hop,top_k_low,0.8058106575963719,0.797309610013075,0.85,1.0475832968950272,1.0
validation,music,post-processing,greedy_regression_aware_search,0.875,0.8654940497940407,0.95,5.950205959379673,1.0
validation,music,post-processing,top_k_low,0.875,0.8664944243971259,0.85,5.575602874159813,1.0
validation,music,set,greedy_regression_aware_search,0.791624895572264,0.7821184132838364,0.95,6.4822884276509285,1.0
validation,music,set,top_k_low,0.791624895572264,0.7831184192813675,0.85,6.47629089653492,1.0
validation,music,simple,greedy_regression_aware_search,0.7918170473317532,0.7823134656582732,0.95,3.5816734799971948,1.0
validation,music,simple,top_k_low,0.7918170473317532,0.7833135726120741,0.8499999999999999,3.474719679126373,1.0
validation,music,simple_w_condition,greedy_regression_aware_search,0.7980811403508772,0.7885798493850519,0.95,1.2909658253192902,1.0
validation,music,simple_w_condition,top_k_low,0.7980811403508772,0.7895798770879869,0.85,1.263262890279293,1.0
validation,open,aggregation,greedy_regression_aware_search,0.8066003645047762,0.7970988284419672,0.95,1.5360628090360586,1.0
validation,open,aggregation,top_k_low,0.8066003645047762,0.7980988138445816,0.85,1.5506601947195389,1.0
validation,open,comparison,greedy_regression_aware_search,0.8309104370915033,0.8214088293937551,0.95,1.6076977481134236,1.0
validation,open,comparison,top_k_low,0.8309104370915033,0.8224088534968491,0.85,1.5835946542210877,1.0
validation,open,false_premise,greedy_regression_aware_search,0.75,0.7404984248889378,0.95,1.5751110622659326,1.0
validation,open,false_premise,top_k_low,0.75,0.7414984027536121,0.85,1.5972463879734278,1.0
validation,open,multi-hop,greedy_regression_aware_search,0.7736736111111111,0.7641720940174639,0.95,1.5170936472713947,1.0
validation,open,multi-hop,top_k_low,0.7736736111111111,0.7651720613933273,0.85,1.5497177839279175,1.0
validation,open,post-processing,greedy_regression_aware_search,0.7686011904761905,0.7590997529352096,0.95,1.4375409809872508,1.0
validation,open,post-processing,top_k_low,0.7686011904761905,0.7600997525580239,0.85,1.43791816662997,1.0
validation,open,set,greedy_regression_aware_search,0.7707715017825312,0.7612700320874288,0.95,1.4696951024234295,1.0
validation,open,set,top_k_low,0.7707715017825312,0.7622700203735329,0.85,1.4814089983701706,1.0
validation,open,simple,greedy_regression_aware_search,0.7437169312169313,0.7342156729757117,0.9499999999999998,1.2582412196530237,1.0
validation,open,simple,top_k_low,0.7437169312169313,0.735215658593504,0.85,1.2726234272122383,1.0
validation,open,simple_w_condition,greedy_regression_aware_search,0.7958068175636152,0.7863052792061175,0.95,1.5383574978581496,1.0
validation,open,simple_w_condition,top_k_low,0.7958068175636152,0.7873052714890455,0.85,1.5460745697574956,1.0
validation,sports,aggregation,greedy_regression_aware_search,0.5,0.4904880383739558,0.9499999999999998,11.9616260441641,1.0
validation,sports,aggregation,top_k_low,0.5,0.4914880459678048,0.85,11.954032195111116,1.0
validation,sports,comparison,greedy_regression_aware_search,0.5,0.4904881111122668,0.95,11.888887733221054,1.0
validation,sports,comparison,top_k_low,0.5,0.4914881850954145,0.85,11.814904585480692,1.0
validation,sports,false_premise,greedy_regression_aware_search,0.5,0.490487904606895,0.95,12.09539310498671,1.0
validation,sports,false_premise,top_k_low,0.5,0.4914879157784479,0.85,12.084221552041443,1.0
validation,sports,multi-hop,greedy_regression_aware_search,0.5,0.49048805530881506,0.9499999999999998,11.944691184908152,1.0
validation,sports,multi-hop,top_k_low,0.5,0.49148811417057486,0.85,11.885829425106445,1.0
validation,sports,post-processing,greedy_regression_aware_search,0.5,0.49048811864270825,0.95,11.881357291713357,1.0
validation,sports,post-processing,top_k_low,0.5,0.4914881815817207,0.85,11.8184182792902,1.0
validation,sports,set,greedy_regression_aware_search,0.5,0.4904876401087136,0.95,12.359891286385912,1.0
validation,sports,set,top_k_low,0.5,0.49148811521208174,0.85,11.884787918201514,1.0
validation,sports,simple,greedy_regression_aware_search,0.5,0.49048814705386756,0.9499999999999998,11.852946132421494,1.0
validation,sports,simple,top_k_low,0.5,0.49148823923586554,0.85,11.760764134426912,1.0
validation,sports,simple_w_condition,greedy_regression_aware_search,0.5,0.4904876784158146,0.9499999999999998,12.32158418537842,1.0
validation,sports,simple_w_condition,top_k_low,0.5,0.49148772304691374,0.85,12.276953086256981,1.0
