example_id,question_hash,split,question_type,difficulty_level,policy_id,policy_family,selector_eligible,context_count,context_token_count,supporting_fact_count,supporting_fact_title_recall,supporting_fact_sentence_recall,answer_correctness_f1,answer_exact_match,answer_containment,evidence_efficiency,abstained,abstention_correctness,final_quality_score,measured_cost_units,total_latency_ms,api_call_count,failure
8c8c002195d5cbc8944ff4edbba21068e05430845b15438a2be242149023af42,61137c25525c022ce9c3e8c8ca23ae73ea730deeb225cbde124e13b96a1d073f,calibration,bridge,hard,expanded_retrieval_multi_context,expanded,True,4,267,3,0.5,0.3333333333333333,0.0,0.0,0.0,0.25,True,0.0,0.14583333333333334,4.267,0.34133344888687134,4,0
8c8c002195d5cbc8944ff4edbba21068e05430845b15438a2be242149023af42,61137c25525c022ce9c3e8c8ca23ae73ea730deeb225cbde124e13b96a1d073f,calibration,bridge,hard,adaptive_routing_on_insufficient_evidence,adaptive,True,1,55,3,0.5,0.3333333333333333,0.0,0.0,0.0,1.0,True,0.0,0.18333333333333335,1.055,0.33670756965875626,1,0
8c8c002195d5cbc8944ff4edbba21068e05430845b15438a2be242149023af42,61137c25525c022ce9c3e8c8ca23ae73ea730deeb225cbde124e13b96a1d073f,calibration,bridge,hard,bm25_low_k,bm25,True,2,283,3,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.05,2.283,0.31066592782735825,2,0
8c8c002195d5cbc8944ff4edbba21068e05430845b15438a2be242149023af42,61137c25525c022ce9c3e8c8ca23ae73ea730deeb225cbde124e13b96a1d073f,calibration,bridge,hard,bm25_high_k,bm25,True,6,571,3,0.5,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,True,0.0,0.14166666666666666,6.571,0.3181248903274536,6,0
8c8c002195d5cbc8944ff4edbba21068e05430845b15438a2be242149023af42,61137c25525c022ce9c3e8c8ca23ae73ea730deeb225cbde124e13b96a1d073f,calibration,bridge,hard,rerank_top_k,rerank,True,3,236,3,0.5,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,True,0.0,0.15,3.2359999999999998,0.4002079367637634,3,0
8c8c002195d5cbc8944ff4edbba21068e05430845b15438a2be242149023af42,61137c25525c022ce9c3e8c8ca23ae73ea730deeb225cbde124e13b96a1d073f,calibration,bridge,hard,static_default_policy,static,True,2,140,3,0.5,0.6666666666666666,1.0,1.0,1.0,0.5,False,1.0,0.8416666666666667,2.14,0.31062494963407516,2,0
8c8c002195d5cbc8944ff4edbba21068e05430845b15438a2be242149023af42,61137c25525c022ce9c3e8c8ca23ae73ea730deeb225cbde124e13b96a1d073f,calibration,bridge,hard,rag_compass_optional,rag,True,3,191,3,0.5,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,True,0.0,0.15,3.191,0.3047920763492584,3,0
8c8c002195d5cbc8944ff4edbba21068e05430845b15438a2be242149023af42,61137c25525c022ce9c3e8c8ca23ae73ea730deeb225cbde124e13b96a1d073f,calibration,bridge,hard,supporting_fact_aware_oracle_ceiling,supporting,False,2,115,3,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,1.0,2.115,0.2965005114674568,2,0
2837c061c89a16daae31f487d34bd5fba96f0a0a35ac26a574cdb8dbcd1d9a77,c727af252f4ae661ec46e8c7ca9ad35cffe7e07c067e086ecc88ac0d100ca2cf,validation,bridge,hard,low_retrieval_single_context,low,True,1,142,5,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.05,1.142,0.40179211646318436,1,0
2837c061c89a16daae31f487d34bd5fba96f0a0a35ac26a574cdb8dbcd1d9a77,c727af252f4ae661ec46e8c7ca9ad35cffe7e07c067e086ecc88ac0d100ca2cf,validation,bridge,hard,expanded_retrieval_multi_context,expanded,True,4,529,5,0.5,0.6,1.0,1.0,1.0,0.25,False,1.0,0.8225,4.529,0.38904231041669846,4,0
2837c061c89a16daae31f487d34bd5fba96f0a0a35ac26a574cdb8dbcd1d9a77,c727af252f4ae661ec46e8c7ca9ad35cffe7e07c067e086ecc88ac0d100ca2cf,validation,bridge,hard,adaptive_routing_on_insufficient_evidence,adaptive,True,1,142,5,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.05,1.142,0.40508341044187546,1,0
2837c061c89a16daae31f487d34bd5fba96f0a0a35ac26a574cdb8dbcd1d9a77,c727af252f4ae661ec46e8c7ca9ad35cffe7e07c067e086ecc88ac0d100ca2cf,validation,bridge,hard,bm25_low_k,bm25,True,2,211,5,0.5,0.4,1.0,1.0,1.0,0.5,False,1.0,0.8150000000000001,2.211,0.44883228838443756,2,0
2837c061c89a16daae31f487d34bd5fba96f0a0a35ac26a574cdb8dbcd1d9a77,c727af252f4ae661ec46e8c7ca9ad35cffe7e07c067e086ecc88ac0d100ca2cf,validation,bridge,hard,bm25_high_k,bm25,True,6,752,5,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,False,1.0,0.9666666666666668,6.752,0.43400004506111145,6,0
2837c061c89a16daae31f487d34bd5fba96f0a0a35ac26a574cdb8dbcd1d9a77,c727af252f4ae661ec46e8c7ca9ad35cffe7e07c067e086ecc88ac0d100ca2cf,validation,bridge,hard,rerank_top_k,rerank,True,3,358,5,0.5,0.4,1.0,1.0,1.0,0.3333333333333333,False,1.0,0.8066666666666668,3.358,0.5401242524385452,3,0
2837c061c89a16daae31f487d34bd5fba96f0a0a35ac26a574cdb8dbcd1d9a77,c727af252f4ae661ec46e8c7ca9ad35cffe7e07c067e086ecc88ac0d100ca2cf,validation,bridge,hard,static_default_policy,static,True,2,242,5,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.05,2.242,0.4021255299448967,2,0
2837c061c89a16daae31f487d34bd5fba96f0a0a35ac26a574cdb8dbcd1d9a77,c727af252f4ae661ec46e8c7ca9ad35cffe7e07c067e086ecc88ac0d100ca2cf,validation,bridge,hard,rag_compass_optional,rag,True,3,331,5,0.5,0.6,1.0,1.0,1.0,0.3333333333333333,False,1.0,0.8266666666666668,3.331,0.40291622281074524,3,0
2837c061c89a16daae31f487d34bd5fba96f0a0a35ac26a574cdb8dbcd1d9a77,c727af252f4ae661ec46e8c7ca9ad35cffe7e07c067e086ecc88ac0d100ca2cf,validation,bridge,hard,supporting_fact_aware_oracle_ceiling,supporting,False,2,199,5,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,1.0,2.199,0.41245855391025543,2,0
78879a1e35573abfa1a3dd4d6e3b386a1a2f5e30de1f5e7580595c2f931ee6cd,0db9cfa6230f80bbd2ce64e7d8cdbf116b3564b1c8db88f3d9bd82804477c1f6,calibration,comparison,hard,low_retrieval_single_context,low,True,1,22,2,0.5,0.5,1.0,1.0,0.0,1.0,False,1.0,0.8500000000000001,1.022,0.32899994403123856,1,0
78879a1e35573abfa1a3dd4d6e3b386a1a2f5e30de1f5e7580595c2f931ee6cd,0db9cfa6230f80bbd2ce64e7d8cdbf116b3564b1c8db88f3d9bd82804477c1f6,calibration,comparison,hard,expanded_retrieval_multi_context,expanded,True,4,206,2,1.0,1.0,1.0,1.0,1.0,0.5,False,1.0,0.9750000000000001,4.206,0.27841608971357346,4,0
78879a1e35573abfa1a3dd4d6e3b386a1a2f5e30de1f5e7580595c2f931ee6cd,0db9cfa6230f80bbd2ce64e7d8cdbf116b3564b1c8db88f3d9bd82804477c1f6,calibration,comparison,hard,adaptive_routing_on_insufficient_evidence,adaptive,True,1,22,2,0.5,0.5,1.0,1.0,0.0,1.0,False,1.0,0.8500000000000001,1.022,0.27120858430862427,1,0
78879a1e35573abfa1a3dd4d6e3b386a1a2f5e30de1f5e7580595c2f931ee6cd,0db9cfa6230f80bbd2ce64e7d8cdbf116b3564b1c8db88f3d9bd82804477c1f6,calibration,comparison,hard,bm25_low_k,bm25,True,2,283,2,0.0,0.0,1.0,1.0,1.0,0.0,False,0.0,0.6,2.283,0.2605840563774109,2,0
78879a1e35573abfa1a3dd4d6e3b386a1a2f5e30de1f5e7580595c2f931ee6cd,0db9cfa6230f80bbd2ce64e7d8cdbf116b3564b1c8db88f3d9bd82804477c1f6,calibration,comparison,hard,bm25_high_k,bm25,True,6,435,2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,False,1.0,0.9666666666666668,6.435,0.258374959230423,6,0
78879a1e35573abfa1a3dd4d6e3b386a1a2f5e30de1f5e7580595c2f931ee6cd,0db9cfa6230f80bbd2ce64e7d8cdbf116b3564b1c8db88f3d9bd82804477c1f6,calibration,comparison,hard,rerank_top_k,rerank,True,3,194,2,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,False,1.0,0.9833333333333334,3.194,0.31329039484262466,3,0
78879a1e35573abfa1a3dd4d6e3b386a1a2f5e30de1f5e7580595c2f931ee6cd,0db9cfa6230f80bbd2ce64e7d8cdbf116b3564b1c8db88f3d9bd82804477c1f6,calibration,comparison,hard,static_default_policy,static,True,2,201,2,0.0,0.0,1.0,1.0,1.0,0.0,False,0.0,0.6,2.201,0.25254208594560623,2,0
78879a1e35573abfa1a3dd4d6e3b386a1a2f5e30de1f5e7580595c2f931ee6cd,0db9cfa6230f80bbd2ce64e7d8cdbf116b3564b1c8db88f3d9bd82804477c1f6,calibration,comparison,hard,rag_compass_optional,rag,True,3,77,2,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,False,1.0,0.9833333333333334,3.077,0.32004155218601227,3,0
78879a1e35573abfa1a3dd4d6e3b386a1a2f5e30de1f5e7580595c2f931ee6cd,0db9cfa6230f80bbd2ce64e7d8cdbf116b3564b1c8db88f3d9bd82804477c1f6,calibration,comparison,hard,supporting_fact_aware_oracle_ceiling,supporting,False,2,65,2,1.0,1.0,1.0,1.0,0.0,1.0,False,1.0,1.0,2.065,0.6265426054596901,2,0
0045eca48d91a932e8cc3c0e2c2b52b0934b81ba4eafa82c25f5417cbd3aef79,94e21d6ecc92a6b4de24e0e30ceff8bb9af097d1b7eb21ed0039ae87dce69436,validation,bridge,hard,low_retrieval_single_context,low,True,1,73,2,0.5,0.5,0.0,0.0,0.0,1.0,True,0.0,0.2,1.073,0.3738328814506531,1,0
0045eca48d91a932e8cc3c0e2c2b52b0934b81ba4eafa82c25f5417cbd3aef79,94e21d6ecc92a6b4de24e0e30ceff8bb9af097d1b7eb21ed0039ae87dce69436,validation,bridge,hard,expanded_retrieval_multi_context,expanded,True,4,522,2,0.5,0.5,0.0,0.0,0.0,0.25,True,0.0,0.16250000000000003,4.522,0.33450033515691757,4,0
0045eca48d91a932e8cc3c0e2c2b52b0934b81ba4eafa82c25f5417cbd3aef79,94e21d6ecc92a6b4de24e0e30ceff8bb9af097d1b7eb21ed0039ae87dce69436,validation,bridge,hard,adaptive_routing_on_insufficient_evidence,adaptive,True,1,73,2,0.5,0.5,0.0,0.0,0.0,1.0,True,0.0,0.2,1.073,0.3599580377340317,1,0
0045eca48d91a932e8cc3c0e2c2b52b0934b81ba4eafa82c25f5417cbd3aef79,94e21d6ecc92a6b4de24e0e30ceff8bb9af097d1b7eb21ed0039ae87dce69436,validation,bridge,hard,bm25_low_k,bm25,True,2,413,2,0.5,0.5,0.0,0.0,0.0,0.5,True,0.0,0.17500000000000002,2.413,0.33670850098133087,2,0
0045eca48d91a932e8cc3c0e2c2b52b0934b81ba4eafa82c25f5417cbd3aef79,94e21d6ecc92a6b4de24e0e30ceff8bb9af097d1b7eb21ed0039ae87dce69436,validation,bridge,hard,bm25_high_k,bm25,True,6,780,2,0.5,0.5,0.0,0.0,0.0,0.16666666666666666,True,0.0,0.15833333333333335,6.78,0.3171246498823166,6,0
0045eca48d91a932e8cc3c0e2c2b52b0934b81ba4eafa82c25f5417cbd3aef79,94e21d6ecc92a6b4de24e0e30ceff8bb9af097d1b7eb21ed0039ae87dce69436,validation,bridge,hard,rerank_top_k,rerank,True,3,520,2,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,True,0.0,0.16666666666666669,3.52,0.46950019896030426,3,0
0045eca48d91a932e8cc3c0e2c2b52b0934b81ba4eafa82c25f5417cbd3aef79,94e21d6ecc92a6b4de24e0e30ceff8bb9af097d1b7eb21ed0039ae87dce69436,validation,bridge,hard,static_default_policy,static,True,2,119,2,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.05,2.1189999999999998,0.3619156777858734,2,0
0045eca48d91a932e8cc3c0e2c2b52b0934b81ba4eafa82c25f5417cbd3aef79,94e21d6ecc92a6b4de24e0e30ceff8bb9af097d1b7eb21ed0039ae87dce69436,validation,bridge,hard,rag_compass_optional,rag,True,3,209,2,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,True,0.0,0.16666666666666669,3.209,0.33579207956790924,3,0
0045eca48d91a932e8cc3c0e2c2b52b0934b81ba4eafa82c25f5417cbd3aef79,94e21d6ecc92a6b4de24e0e30ceff8bb9af097d1b7eb21ed0039ae87dce69436,validation,bridge,hard,supporting_fact_aware_oracle_ceiling,supporting,False,2,107,2,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,1.0,2.107,0.3244169056415558,2,0
9793f781dbb397cd6fe6afe9d66a19328b890d650c58e88e6bf4261ea311c806,ae98843779b11c82c3a3086be35d549ae3a9d884d6f4716bc633949029727418,validation,bridge,hard,low_retrieval_single_context,low,True,1,44,2,0.5,0.5,1.0,1.0,1.0,1.0,False,1.0,0.8500000000000001,1.044,0.3564152866601944,1,0
9793f781dbb397cd6fe6afe9d66a19328b890d650c58e88e6bf4261ea311c806,ae98843779b11c82c3a3086be35d549ae3a9d884d6f4716bc633949029727418,validation,bridge,hard,expanded_retrieval_multi_context,expanded,True,4,397,2,0.5,0.5,1.0,1.0,1.0,0.25,False,1.0,0.8125,4.397,0.380832701921463,4,0
9793f781dbb397cd6fe6afe9d66a19328b890d650c58e88e6bf4261ea311c806,ae98843779b11c82c3a3086be35d549ae3a9d884d6f4716bc633949029727418,validation,bridge,hard,adaptive_routing_on_insufficient_evidence,adaptive,True,1,44,2,0.5,0.5,1.0,1.0,1.0,1.0,False,1.0,0.8500000000000001,1.044,0.3636246547102928,1,0
9793f781dbb397cd6fe6afe9d66a19328b890d650c58e88e6bf4261ea311c806,ae98843779b11c82c3a3086be35d549ae3a9d884d6f4716bc633949029727418,validation,bridge,hard,bm25_low_k,bm25,True,2,293,2,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.05,2.293,0.30954182147979736,2,0
9793f781dbb397cd6fe6afe9d66a19328b890d650c58e88e6bf4261ea311c806,ae98843779b11c82c3a3086be35d549ae3a9d884d6f4716bc633949029727418,validation,bridge,hard,bm25_high_k,bm25,True,6,630,2,0.5,0.5,1.0,1.0,1.0,0.16666666666666666,False,1.0,0.8083333333333333,6.63,0.31912513077259064,6,0
9793f781dbb397cd6fe6afe9d66a19328b890d650c58e88e6bf4261ea311c806,ae98843779b11c82c3a3086be35d549ae3a9d884d6f4716bc633949029727418,validation,bridge,hard,rerank_top_k,rerank,True,3,359,2,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,False,1.0,0.8166666666666668,3.359,0.3947913646697998,3,0
9793f781dbb397cd6fe6afe9d66a19328b890d650c58e88e6bf4261ea311c806,ae98843779b11c82c3a3086be35d549ae3a9d884d6f4716bc633949029727418,validation,bridge,hard,static_default_policy,static,True,2,279,2,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.05,2.279,0.3066249191761017,2,0
9793f781dbb397cd6fe6afe9d66a19328b890d650c58e88e6bf4261ea311c806,ae98843779b11c82c3a3086be35d549ae3a9d884d6f4716bc633949029727418,validation,bridge,hard,rag_compass_optional,rag,True,3,127,2,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,False,1.0,0.8166666666666668,3.127,0.31454116106033325,3,0
9793f781dbb397cd6fe6afe9d66a19328b890d650c58e88e6bf4261ea311c806,ae98843779b11c82c3a3086be35d549ae3a9d884d6f4716bc633949029727418,validation,bridge,hard,supporting_fact_aware_oracle_ceiling,supporting,False,2,93,2,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,1.0,2.093,0.2982914447784424,2,0
38b94f408e304d17a15210b50296662131a1ca3e5def3b9deee4d48b03fca357,588ece00a8cc0804a392f2d8eac2b2569b43399034968db7abf54115e5ba4572,calibration,bridge,hard,low_retrieval_single_context,low,True,1,28,2,0.5,0.5,1.0,1.0,1.0,1.0,False,1.0,0.8500000000000001,1.028,0.4871245473623276,1,0
38b94f408e304d17a15210b50296662131a1ca3e5def3b9deee4d48b03fca357,588ece00a8cc0804a392f2d8eac2b2569b43399034968db7abf54115e5ba4572,calibration,bridge,hard,expanded_retrieval_multi_context,expanded,True,4,276,2,1.0,1.0,1.0,1.0,1.0,0.5,False,1.0,0.9750000000000001,4.276,0.4469575360417366,4,0
38b94f408e304d17a15210b50296662131a1ca3e5def3b9deee4d48b03fca357,588ece00a8cc0804a392f2d8eac2b2569b43399034968db7abf54115e5ba4572,calibration,bridge,hard,adaptive_routing_on_insufficient_evidence,adaptive,True,1,28,2,0.5,0.5,1.0,1.0,1.0,1.0,False,1.0,0.8500000000000001,1.028,0.4626251757144928,1,0
38b94f408e304d17a15210b50296662131a1ca3e5def3b9deee4d48b03fca357,588ece00a8cc0804a392f2d8eac2b2569b43399034968db7abf54115e5ba4572,calibration,bridge,hard,bm25_low_k,bm25,True,2,461,2,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.05,2.461,0.9809574112296104,2,0
38b94f408e304d17a15210b50296662131a1ca3e5def3b9deee4d48b03fca357,588ece00a8cc0804a392f2d8eac2b2569b43399034968db7abf54115e5ba4572,calibration,bridge,hard,bm25_high_k,bm25,True,6,919,2,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.05,6.9190000000000005,0.5219997838139534,6,0
38b94f408e304d17a15210b50296662131a1ca3e5def3b9deee4d48b03fca357,588ece00a8cc0804a392f2d8eac2b2569b43399034968db7abf54115e5ba4572,calibration,bridge,hard,rerank_top_k,rerank,True,3,368,2,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.05,3.368,0.588458962738514,3,0
38b94f408e304d17a15210b50296662131a1ca3e5def3b9deee4d48b03fca357,588ece00a8cc0804a392f2d8eac2b2569b43399034968db7abf54115e5ba4572,calibration,bridge,hard,static_default_policy,static,True,2,396,2,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.05,2.396,0.45020878314971924,2,0
38b94f408e304d17a15210b50296662131a1ca3e5def3b9deee4d48b03fca357,588ece00a8cc0804a392f2d8eac2b2569b43399034968db7abf54115e5ba4572,calibration,bridge,hard,rag_compass_optional,rag,True,3,178,2,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,False,1.0,0.9833333333333334,3.178,0.5218749865889549,3,0
38b94f408e304d17a15210b50296662131a1ca3e5def3b9deee4d48b03fca357,588ece00a8cc0804a392f2d8eac2b2569b43399034968db7abf54115e5ba4572,calibration,bridge,hard,supporting_fact_aware_oracle_ceiling,supporting,False,2,84,2,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,1.0,2.084,0.4694592207670212,2,0
844597e7d45f03df1309b92d5b0b0a9579730401a5b345adf54aa6f5a694ab2d,2d3570085e4a88a3c20746cbfa5e0e8cd5c836b278e606856ceabee975bb2b40,confirmatory_test,bridge,hard,low_retrieval_single_context,low,True,1,59,2,0.5,0.5,0.0,0.0,0.0,1.0,True,0.0,0.2,1.059,0.8169999346137047,1,0
844597e7d45f03df1309b92d5b0b0a9579730401a5b345adf54aa6f5a694ab2d,2d3570085e4a88a3c20746cbfa5e0e8cd5c836b278e606856ceabee975bb2b40,confirmatory_test,bridge,hard,expanded_retrieval_multi_context,expanded,True,4,294,2,0.5,0.5,0.0,0.0,0.0,0.25,True,0.0,0.16250000000000003,4.294,0.7505845278501511,4,0
844597e7d45f03df1309b92d5b0b0a9579730401a5b345adf54aa6f5a694ab2d,2d3570085e4a88a3c20746cbfa5e0e8cd5c836b278e606856ceabee975bb2b40,confirmatory_test,bridge,hard,adaptive_routing_on_insufficient_evidence,adaptive,True,1,59,2,0.5,0.5,0.0,0.0,0.0,1.0,True,0.0,0.2,1.059,0.7412498816847801,1,0
844597e7d45f03df1309b92d5b0b0a9579730401a5b345adf54aa6f5a694ab2d,2d3570085e4a88a3c20746cbfa5e0e8cd5c836b278e606856ceabee975bb2b40,confirmatory_test,bridge,hard,bm25_low_k,bm25,True,2,1387,2,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.05,3.387,0.7114177569746971,2,0
844597e7d45f03df1309b92d5b0b0a9579730401a5b345adf54aa6f5a694ab2d,2d3570085e4a88a3c20746cbfa5e0e8cd5c836b278e606856ceabee975bb2b40,confirmatory_test,bridge,hard,bm25_high_k,bm25,True,6,1857,2,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.05,7.857,0.8822912350296974,6,0
844597e7d45f03df1309b92d5b0b0a9579730401a5b345adf54aa6f5a694ab2d,2d3570085e4a88a3c20746cbfa5e0e8cd5c836b278e606856ceabee975bb2b40,confirmatory_test,bridge,hard,rerank_top_k,rerank,True,3,1463,2,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.05,4.463,1.0279575362801552,3,0
844597e7d45f03df1309b92d5b0b0a9579730401a5b345adf54aa6f5a694ab2d,2d3570085e4a88a3c20746cbfa5e0e8cd5c836b278e606856ceabee975bb2b40,confirmatory_test,bridge,hard,static_default_policy,static,True,2,249,2,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.05,2.249,0.7261671125888824,2,0
844597e7d45f03df1309b92d5b0b0a9579730401a5b345adf54aa6f5a694ab2d,2d3570085e4a88a3c20746cbfa5e0e8cd5c836b278e606856ceabee975bb2b40,confirmatory_test,bridge,hard,rag_compass_optional,rag,True,3,213,2,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,True,0.0,0.16666666666666669,3.213,1.1304998770356178,3,0
844597e7d45f03df1309b92d5b0b0a9579730401a5b345adf54aa6f5a694ab2d,2d3570085e4a88a3c20746cbfa5e0e8cd5c836b278e606856ceabee975bb2b40,confirmatory_test,bridge,hard,supporting_fact_aware_oracle_ceiling,supporting,False,2,123,2,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,1.0,2.123,0.7974598556756973,2,0
0606b5cb11a5e47fb1359b69e598fe0515fce9034846f78796ef7007455335ae,2c91008ad2b20179864f44efb38029695aa886da50374af2f25e68eadaa67f56,validation,bridge,hard,low_retrieval_single_context,low,True,1,56,3,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,False,1.0,0.8333333333333334,1.056,0.3360835835337639,1,0
0606b5cb11a5e47fb1359b69e598fe0515fce9034846f78796ef7007455335ae,2c91008ad2b20179864f44efb38029695aa886da50374af2f25e68eadaa67f56,validation,bridge,hard,expanded_retrieval_multi_context,expanded,True,4,272,3,1.0,1.0,1.0,1.0,1.0,0.5,False,1.0,0.9750000000000001,4.272,0.3181667998433113,4,0
0606b5cb11a5e47fb1359b69e598fe0515fce9034846f78796ef7007455335ae,2c91008ad2b20179864f44efb38029695aa886da50374af2f25e68eadaa67f56,validation,bridge,hard,adaptive_routing_on_insufficient_evidence,adaptive,True,1,56,3,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,False,1.0,0.8333333333333334,1.056,0.3221249207854271,1,0
0606b5cb11a5e47fb1359b69e598fe0515fce9034846f78796ef7007455335ae,2c91008ad2b20179864f44efb38029695aa886da50374af2f25e68eadaa67f56,validation,bridge,hard,bm25_low_k,bm25,True,2,158,3,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,1.0,2.158,0.31512510031461716,2,0
