query_id,query_text_hash,split,domain,question_type,static_or_dynamic,policy_id,source_policy_id,selected_endpoints,endpoint_count,api_call_count,api_failure_count,retry_count,total_latency_ms,p_endpoint_latency_ms,measured_cost_units,estimated_token_count,context_item_count,context_token_count,source_count,raw_quality_components,governance_eligible,governance_disqualification_reason,answer_correctness_score,evidence_support_score,abstention_score,answerability_score,final_quality_score,abstained,abstention_correct
crag_task_1_and_2_dev_v5_q_5cb6a3313315ba63,,validation,finance,aggregation,slow-changing,adaptive_routing_on_insufficient_evidence,retrieval_confidence_gating,/finance/get_company_name,1,1,0,0,4.064420238137245,4.064420238137245,0.9,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.75, ""successful_call_count"": 1}",True,,0.75,1.0,1.0,1.0,0.8249999999999998,False,True
crag_task_1_and_2_dev_v5_q_5cb6a3313315ba63,,validation,finance,aggregation,slow-changing,greedy_regression_aware_search,greedy_regression_aware_search,/finance/get_company_name,1,1,0,0,4.114717245101929,4.114717245101929,0.95,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.75, ""successful_call_count"": 1}",True,,0.75,1.0,1.0,1.0,0.8249999999999998,False,True
crag_task_1_and_2_dev_v5_q_5cb6a3313315ba63,,validation,finance,aggregation,slow-changing,optuna_tpe,optuna_tpe,/finance/get_company_name|/finance/get_ticker_by_name|/open/search_entity_by_name,3,3,0,0,6.432153284549713,2.1440510948499045,3.4499999999999997,1280,20,1280,20,"{""mock_api_result_count"": 20, ""parent_raw_quality"": 0.6666666666666666, ""successful_call_count"": 3}",True,,0.6666666666666666,1.0,1.0,1.0,0.7666666666666666,False,True
crag_task_1_and_2_dev_v5_q_5cb6a3313315ba63,,validation,finance,aggregation,slow-changing,rag_compass,ragtune_no_fork,/finance/get_company_name,1,1,0,0,3.986409865319729,3.986409865319729,0.95,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.75, ""successful_call_count"": 1}",True,,0.75,1.0,1.0,1.0,0.8249999999999998,False,True
crag_task_1_and_2_dev_v5_q_81e7ca9d3f6f77a7,,validation,finance,aggregation,slow-changing,static_default_policy,static_default_rag_policy,/finance/get_company_name,1,1,0,0,3.3297352492809296,3.3297352492809296,1.0,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.85, ""successful_call_count"": 1}",True,,0.85,1.0,1.0,1.0,0.8949999999999999,False,True
crag_task_1_and_2_dev_v5_q_81e7ca9d3f6f77a7,,validation,finance,aggregation,slow-changing,low_retrieval_single_endpoint,top_k_low,/finance/get_company_name,1,1,0,0,3.3169249072670937,3.3169249072670937,0.85,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.85, ""successful_call_count"": 1}",True,,0.85,1.0,1.0,1.0,0.8949999999999999,False,True
crag_task_1_and_2_dev_v5_q_81e7ca9d3f6f77a7,,validation,finance,aggregation,slow-changing,expanded_retrieval_multi_endpoint,top_k_high,/finance/get_company_name|/finance/get_ticker_by_name,2,2,0,0,3.7828581407666206,1.8914290703833103,2.0,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.725, ""successful_call_count"": 2}",True,,0.725,1.0,1.0,1.0,0.8075,False,True
crag_task_1_and_2_dev_v5_q_81e7ca9d3f6f77a7,,validation,finance,aggregation,slow-changing,adaptive_routing_on_insufficient_evidence,retrieval_confidence_gating,/finance/get_company_name,1,1,0,0,3.329436294734478,3.329436294734478,0.9,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.85, ""successful_call_count"": 1}",True,,0.85,1.0,1.0,1.0,0.8949999999999999,False,True
crag_task_1_and_2_dev_v5_q_81e7ca9d3f6f77a7,,validation,finance,aggregation,slow-changing,greedy_regression_aware_search,greedy_regression_aware_search,/finance/get_company_name,1,1,0,0,3.2660486176609993,3.2660486176609993,0.95,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.85, ""successful_call_count"": 1}",True,,0.85,1.0,1.0,1.0,0.8949999999999999,False,True
crag_task_1_and_2_dev_v5_q_81e7ca9d3f6f77a7,,validation,finance,aggregation,slow-changing,optuna_tpe,optuna_tpe,/finance/get_company_name|/finance/get_ticker_by_name|/open/search_entity_by_name,3,3,0,0,5.452293902635574,1.8174313008785248,3.4499999999999997,1280,20,1280,20,"{""mock_api_result_count"": 20, ""parent_raw_quality"": 0.8666666666666666, ""successful_call_count"": 3}",True,,0.8666666666666666,1.0,1.0,1.0,0.9066666666666666,False,True
crag_task_1_and_2_dev_v5_q_81e7ca9d3f6f77a7,,validation,finance,aggregation,slow-changing,rag_compass,ragtune_no_fork,/finance/get_company_name,1,1,0,0,3.3213626593351364,3.3213626593351364,0.95,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.85, ""successful_call_count"": 1}",True,,0.85,1.0,1.0,1.0,0.8949999999999999,False,True
crag_task_1_and_2_dev_v5_q_a1cce4bb51f0b43a,,validation,finance,aggregation,slow-changing,static_default_policy,static_default_rag_policy,/finance/get_company_name,1,1,0,0,4.255181178450584,4.255181178450584,1.0,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.7763157894736842, ""successful_call_count"": 1}",True,,0.7763157894736842,1.0,1.0,1.0,0.843421052631579,False,True
crag_task_1_and_2_dev_v5_q_a1cce4bb51f0b43a,,validation,finance,aggregation,slow-changing,low_retrieval_single_endpoint,top_k_low,/finance/get_company_name,1,1,0,0,4.155338741838932,4.155338741838932,0.85,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.7763157894736842, ""successful_call_count"": 1}",True,,0.7763157894736842,1.0,1.0,1.0,0.843421052631579,False,True
crag_task_1_and_2_dev_v5_q_a1cce4bb51f0b43a,,validation,finance,aggregation,slow-changing,expanded_retrieval_multi_endpoint,top_k_high,/finance/get_company_name|/finance/get_ticker_by_name,2,2,0,0,4.484841600060463,2.2424208000302315,2.0,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.6513157894736842, ""successful_call_count"": 2}",True,,0.6513157894736842,1.0,1.0,1.0,0.7559210526315788,False,True
crag_task_1_and_2_dev_v5_q_a1cce4bb51f0b43a,,validation,finance,aggregation,slow-changing,adaptive_routing_on_insufficient_evidence,retrieval_confidence_gating,/finance/get_company_name,1,1,0,0,4.174218513071537,4.174218513071537,0.9,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.7763157894736842, ""successful_call_count"": 1}",True,,0.7763157894736842,1.0,1.0,1.0,0.843421052631579,False,True
crag_task_1_and_2_dev_v5_q_a1cce4bb51f0b43a,,validation,finance,aggregation,slow-changing,greedy_regression_aware_search,greedy_regression_aware_search,/finance/get_company_name,1,1,0,0,4.227369092404842,4.227369092404842,0.95,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.7763157894736842, ""successful_call_count"": 1}",True,,0.7763157894736842,1.0,1.0,1.0,0.843421052631579,False,True
crag_task_1_and_2_dev_v5_q_a1cce4bb51f0b43a,,validation,finance,aggregation,slow-changing,optuna_tpe,optuna_tpe,/finance/get_company_name|/finance/get_ticker_by_name|/open/search_entity_by_name,3,3,0,0,6.643163971602917,2.2143879905343056,3.4499999999999997,1280,20,1280,20,"{""mock_api_result_count"": 20, ""parent_raw_quality"": 0.719298245614035, ""successful_call_count"": 3}",True,,0.719298245614035,1.0,1.0,1.0,0.8035087719298245,False,True
crag_task_1_and_2_dev_v5_q_a1cce4bb51f0b43a,,validation,finance,aggregation,slow-changing,rag_compass,ragtune_no_fork,/finance/get_company_name,1,1,0,0,4.102877341210842,4.102877341210842,0.95,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.7763157894736842, ""successful_call_count"": 1}",True,,0.7763157894736842,1.0,1.0,1.0,0.843421052631579,False,True
crag_task_1_and_2_dev_v5_q_bb6052f390075232,,validation,finance,aggregation,static,static_default_policy,static_default_rag_policy,/finance/get_company_name,1,1,0,0,3.522820770740509,3.522820770740509,1.0,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.84375, ""successful_call_count"": 1}",True,,0.84375,1.0,1.0,1.0,0.8906249999999999,False,True
crag_task_1_and_2_dev_v5_q_bb6052f390075232,,validation,finance,aggregation,static,low_retrieval_single_endpoint,top_k_low,/finance/get_company_name,1,1,0,0,3.443860448896885,3.443860448896885,0.85,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.84375, ""successful_call_count"": 1}",True,,0.84375,1.0,1.0,1.0,0.8906249999999999,False,True
crag_task_1_and_2_dev_v5_q_bb6052f390075232,,validation,finance,aggregation,static,expanded_retrieval_multi_endpoint,top_k_high,/finance/get_company_name|/finance/get_ticker_by_name,2,2,0,0,3.888971172273159,1.9444855861365795,2.0,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.71875, ""successful_call_count"": 2}",True,,0.71875,1.0,1.0,1.0,0.803125,False,True
crag_task_1_and_2_dev_v5_q_bb6052f390075232,,validation,finance,aggregation,static,adaptive_routing_on_insufficient_evidence,retrieval_confidence_gating,/finance/get_company_name,1,1,0,0,3.466975875198841,3.466975875198841,0.9,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.84375, ""successful_call_count"": 1}",True,,0.84375,1.0,1.0,1.0,0.8906249999999999,False,True
crag_task_1_and_2_dev_v5_q_bb6052f390075232,,validation,finance,aggregation,static,greedy_regression_aware_search,greedy_regression_aware_search,/finance/get_company_name,1,1,0,0,3.539987839758396,3.539987839758396,0.95,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.84375, ""successful_call_count"": 1}",True,,0.84375,1.0,1.0,1.0,0.8906249999999999,False,True
crag_task_1_and_2_dev_v5_q_bb6052f390075232,,validation,finance,aggregation,static,optuna_tpe,optuna_tpe,/finance/get_company_name|/finance/get_ticker_by_name|/open/search_entity_by_name,3,3,0,0,5.361905321478844,1.7873017738262813,3.4499999999999997,896,14,896,14,"{""mock_api_result_count"": 14, ""parent_raw_quality"": 0.7604166666666666, ""successful_call_count"": 3}",True,,0.7604166666666666,0.9333333333333333,1.0,1.0,0.8189583333333332,False,True
crag_task_1_and_2_dev_v5_q_bb6052f390075232,,validation,finance,aggregation,static,rag_compass,ragtune_no_fork,/finance/get_company_name,1,1,0,0,3.506436012685299,3.506436012685299,0.95,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.84375, ""successful_call_count"": 1}",True,,0.84375,1.0,1.0,1.0,0.8906249999999999,False,True
crag_task_1_and_2_dev_v5_q_c77f4bb81db51611,,validation,finance,aggregation,static,static_default_policy,static_default_rag_policy,/finance/get_company_name,1,1,0,0,4.281562753021717,4.281562753021717,1.0,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.875, ""successful_call_count"": 1}",True,,0.875,1.0,1.0,1.0,0.9125,False,True
crag_task_1_and_2_dev_v5_q_c77f4bb81db51611,,validation,finance,aggregation,static,low_retrieval_single_endpoint,top_k_low,/finance/get_company_name,1,1,0,0,4.160497337579727,4.160497337579727,0.85,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.875, ""successful_call_count"": 1}",True,,0.875,1.0,1.0,1.0,0.9125,False,True
crag_task_1_and_2_dev_v5_q_c77f4bb81db51611,,validation,finance,aggregation,static,expanded_retrieval_multi_endpoint,top_k_high,/finance/get_company_name|/finance/get_ticker_by_name,2,2,0,0,4.588390700519085,2.2941953502595425,2.0,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.75, ""successful_call_count"": 2}",True,,0.75,1.0,1.0,1.0,0.8249999999999998,False,True
crag_task_1_and_2_dev_v5_q_c77f4bb81db51611,,validation,finance,aggregation,static,adaptive_routing_on_insufficient_evidence,retrieval_confidence_gating,/finance/get_company_name,1,1,0,0,4.240469075739384,4.240469075739384,0.9,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.875, ""successful_call_count"": 1}",True,,0.875,1.0,1.0,1.0,0.9125,False,True
crag_task_1_and_2_dev_v5_q_c77f4bb81db51611,,validation,finance,aggregation,static,greedy_regression_aware_search,greedy_regression_aware_search,/finance/get_company_name,1,1,0,0,4.082358442246914,4.082358442246914,0.95,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.875, ""successful_call_count"": 1}",True,,0.875,1.0,1.0,1.0,0.9125,False,True
crag_task_1_and_2_dev_v5_q_c77f4bb81db51611,,validation,finance,aggregation,static,optuna_tpe,optuna_tpe,/finance/get_company_name|/finance/get_ticker_by_name|/open/search_entity_by_name,3,3,0,0,6.550653837621212,2.183551279207071,3.4499999999999997,1280,20,1280,20,"{""mock_api_result_count"": 20, ""parent_raw_quality"": 0.8333333333333333, ""successful_call_count"": 3}",True,,0.8333333333333333,1.0,1.0,1.0,0.8833333333333332,False,True
crag_task_1_and_2_dev_v5_q_c77f4bb81db51611,,validation,finance,aggregation,static,rag_compass,ragtune_no_fork,/finance/get_company_name,1,1,0,0,4.212797619402409,4.212797619402409,0.95,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.875, ""successful_call_count"": 1}",True,,0.875,1.0,1.0,1.0,0.9125,False,True
crag_task_1_and_2_dev_v5_q_023a751cf63cc4a4,,validation,finance,comparison,fast-changing,static_default_policy,static_default_rag_policy,/finance/get_company_name,1,1,0,0,4.191603511571884,4.191603511571884,1.0,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.75, ""successful_call_count"": 1}",True,,0.75,1.0,1.0,1.0,0.8249999999999998,False,True
crag_task_1_and_2_dev_v5_q_023a751cf63cc4a4,,validation,finance,comparison,fast-changing,low_retrieval_single_endpoint,top_k_low,/finance/get_company_name,1,1,0,0,4.119583405554295,4.119583405554295,0.85,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.75, ""successful_call_count"": 1}",True,,0.75,1.0,1.0,1.0,0.8249999999999998,False,True
crag_task_1_and_2_dev_v5_q_023a751cf63cc4a4,,validation,finance,comparison,fast-changing,expanded_retrieval_multi_endpoint,top_k_high,/finance/get_company_name|/finance/get_ticker_by_name,2,2,0,0,4.4613974168896675,2.2306987084448338,2.0,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.625, ""successful_call_count"": 2}",True,,0.625,1.0,1.0,1.0,0.7374999999999999,False,True
crag_task_1_and_2_dev_v5_q_023a751cf63cc4a4,,validation,finance,comparison,fast-changing,adaptive_routing_on_insufficient_evidence,retrieval_confidence_gating,/finance/get_company_name,1,1,0,0,4.034595564007759,4.034595564007759,0.9,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.75, ""successful_call_count"": 1}",True,,0.75,1.0,1.0,1.0,0.8249999999999998,False,True
crag_task_1_and_2_dev_v5_q_023a751cf63cc4a4,,validation,finance,comparison,fast-changing,greedy_regression_aware_search,greedy_regression_aware_search,/finance/get_company_name,1,1,0,0,4.106605425477028,4.106605425477028,0.95,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.75, ""successful_call_count"": 1}",True,,0.75,1.0,1.0,1.0,0.8249999999999998,False,True
crag_task_1_and_2_dev_v5_q_023a751cf63cc4a4,,validation,finance,comparison,fast-changing,optuna_tpe,optuna_tpe,/finance/get_company_name|/finance/get_ticker_by_name|/open/search_entity_by_name,3,3,0,0,6.549743004143238,2.183247668047746,3.4499999999999997,1280,20,1280,20,"{""mock_api_result_count"": 20, ""parent_raw_quality"": 0.6666666666666666, ""successful_call_count"": 3}",True,,0.6666666666666666,1.0,1.0,1.0,0.7666666666666666,False,True
crag_task_1_and_2_dev_v5_q_023a751cf63cc4a4,,validation,finance,comparison,fast-changing,rag_compass,ragtune_no_fork,/finance/get_company_name,1,1,0,0,4.145193845033646,4.145193845033646,0.95,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.75, ""successful_call_count"": 1}",True,,0.75,1.0,1.0,1.0,0.8249999999999998,False,True
crag_task_1_and_2_dev_v5_q_19a89a0bce5b343f,,validation,finance,comparison,fast-changing,static_default_policy,static_default_rag_policy,/finance/get_company_name,1,1,0,0,4.207889549434185,4.207889549434185,1.0,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.75, ""successful_call_count"": 1}",True,,0.75,1.0,1.0,1.0,0.8249999999999998,False,True
crag_task_1_and_2_dev_v5_q_19a89a0bce5b343f,,validation,finance,comparison,fast-changing,low_retrieval_single_endpoint,top_k_low,/finance/get_company_name,1,1,0,0,4.075986333191395,4.075986333191395,0.85,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.75, ""successful_call_count"": 1}",True,,0.75,1.0,1.0,1.0,0.8249999999999998,False,True
crag_task_1_and_2_dev_v5_q_19a89a0bce5b343f,,validation,finance,comparison,fast-changing,expanded_retrieval_multi_endpoint,top_k_high,/finance/get_company_name|/finance/get_ticker_by_name,2,2,0,0,4.323195666074753,2.1615978330373764,2.0,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.625, ""successful_call_count"": 2}",True,,0.625,1.0,1.0,1.0,0.7374999999999999,False,True
crag_task_1_and_2_dev_v5_q_19a89a0bce5b343f,,validation,finance,comparison,fast-changing,adaptive_routing_on_insufficient_evidence,retrieval_confidence_gating,/finance/get_company_name,1,1,0,0,4.037338308990002,4.037338308990002,0.9,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.75, ""successful_call_count"": 1}",True,,0.75,1.0,1.0,1.0,0.8249999999999998,False,True
crag_task_1_and_2_dev_v5_q_19a89a0bce5b343f,,validation,finance,comparison,fast-changing,greedy_regression_aware_search,greedy_regression_aware_search,/finance/get_company_name,1,1,0,0,4.133035428822041,4.133035428822041,0.95,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.75, ""successful_call_count"": 1}",True,,0.75,1.0,1.0,1.0,0.8249999999999998,False,True
crag_task_1_and_2_dev_v5_q_19a89a0bce5b343f,,validation,finance,comparison,fast-changing,optuna_tpe,optuna_tpe,/finance/get_company_name|/finance/get_ticker_by_name|/open/search_entity_by_name,3,3,0,0,6.602734327316284,2.2009114424387612,3.4499999999999997,1280,20,1280,20,"{""mock_api_result_count"": 20, ""parent_raw_quality"": 0.6666666666666666, ""successful_call_count"": 3}",True,,0.6666666666666666,1.0,1.0,1.0,0.7666666666666666,False,True
crag_task_1_and_2_dev_v5_q_19a89a0bce5b343f,,validation,finance,comparison,fast-changing,rag_compass,ragtune_no_fork,/finance/get_company_name,1,1,0,0,4.091271199285984,4.091271199285984,0.95,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.75, ""successful_call_count"": 1}",True,,0.75,1.0,1.0,1.0,0.8249999999999998,False,True
crag_task_1_and_2_dev_v5_q_3f7ef4f3814ca4ae,,validation,finance,comparison,fast-changing,static_default_policy,static_default_rag_policy,/finance/get_company_name,1,1,0,0,4.220348782837391,4.220348782837391,1.0,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.8076923076923077, ""successful_call_count"": 1}",True,,0.8076923076923077,1.0,1.0,1.0,0.8653846153846153,False,True
crag_task_1_and_2_dev_v5_q_3f7ef4f3814ca4ae,,validation,finance,comparison,fast-changing,low_retrieval_single_endpoint,top_k_low,/finance/get_company_name,1,1,0,0,4.223473370075226,4.223473370075226,0.85,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.8076923076923077, ""successful_call_count"": 1}",True,,0.8076923076923077,1.0,1.0,1.0,0.8653846153846153,False,True
crag_task_1_and_2_dev_v5_q_3f7ef4f3814ca4ae,,validation,finance,comparison,fast-changing,expanded_retrieval_multi_endpoint,top_k_high,/finance/get_company_name|/finance/get_ticker_by_name,2,2,0,0,4.627571441233158,2.313785720616579,2.0,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.6826923076923077, ""successful_call_count"": 2}",True,,0.6826923076923077,1.0,1.0,1.0,0.7778846153846154,False,True
crag_task_1_and_2_dev_v5_q_3f7ef4f3814ca4ae,,validation,finance,comparison,fast-changing,adaptive_routing_on_insufficient_evidence,retrieval_confidence_gating,/finance/get_company_name,1,1,0,0,4.188919439911842,4.188919439911842,0.9,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.8076923076923077, ""successful_call_count"": 1}",True,,0.8076923076923077,1.0,1.0,1.0,0.8653846153846153,False,True
crag_task_1_and_2_dev_v5_q_3f7ef4f3814ca4ae,,validation,finance,comparison,fast-changing,greedy_regression_aware_search,greedy_regression_aware_search,/finance/get_company_name,1,1,0,0,4.128437489271164,4.128437489271164,0.95,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.8076923076923077, ""successful_call_count"": 1}",True,,0.8076923076923077,1.0,1.0,1.0,0.8653846153846153,False,True
crag_task_1_and_2_dev_v5_q_3f7ef4f3814ca4ae,,validation,finance,comparison,fast-changing,optuna_tpe,optuna_tpe,/finance/get_company_name|/finance/get_ticker_by_name|/open/search_entity_by_name,3,3,0,0,6.5355002880096436,2.1785000960032144,3.4499999999999997,1280,20,1280,20,"{""mock_api_result_count"": 20, ""parent_raw_quality"": 0.7435897435897435, ""successful_call_count"": 3}",True,,0.7435897435897435,1.0,1.0,1.0,0.8205128205128204,False,True
crag_task_1_and_2_dev_v5_q_3f7ef4f3814ca4ae,,validation,finance,comparison,fast-changing,rag_compass,ragtune_no_fork,/finance/get_company_name,1,1,0,0,4.199756309390068,4.199756309390068,0.95,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.8076923076923077, ""successful_call_count"": 1}",True,,0.8076923076923077,1.0,1.0,1.0,0.8653846153846153,False,True
crag_task_1_and_2_dev_v5_q_5b709352a85132f0,,validation,finance,comparison,slow-changing,static_default_policy,static_default_rag_policy,/finance/get_company_name,1,1,0,0,4.285427741706371,4.285427741706371,1.0,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.8541666666666666, ""successful_call_count"": 1}",True,,0.8541666666666666,1.0,1.0,1.0,0.8979166666666666,False,True
crag_task_1_and_2_dev_v5_q_5b709352a85132f0,,validation,finance,comparison,slow-changing,low_retrieval_single_endpoint,top_k_low,/finance/get_company_name,1,1,0,0,4.270264878869057,4.270264878869057,0.85,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.8541666666666666, ""successful_call_count"": 1}",True,,0.8541666666666666,1.0,1.0,1.0,0.8979166666666666,False,True
crag_task_1_and_2_dev_v5_q_5b709352a85132f0,,validation,finance,comparison,slow-changing,expanded_retrieval_multi_endpoint,top_k_high,/finance/get_company_name|/finance/get_ticker_by_name,2,2,0,0,4.642053507268429,2.3210267536342144,2.0,640,10,640,10,"{""mock_api_result_count"": 10, ""parent_raw_quality"": 0.7291666666666666, ""successful_call_count"": 2}",True,,0.7291666666666666,1.0,1.0,1.0,0.8104166666666667,False,True
